id,setId,number,name,productCategoryTitle,type,color,energyType,cardLevel,hp,keyword,rarity,skillName,description,attackText,flipText,isBan,isLimit,isExtra,base_id,is_alt_art,all_rules_text,grade,imageUrl
BS8-102,BS8,102,Dark Cacao Adviser 2,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",FLIP,PURPLE,PURPLE,3,3,,C,,,<{P}{P}{P}> Attack Order deals 3,Draw up to 1 card from your deck.,0,0,0,BS8-102,0,"<{P}{P}{P}> Attack Order deals 3
Draw up to 1 card from your deck.",COMMON,https://cookierunbraverse.com/data/en_storage/hjApMZ3VD9JjCsVgw8JVQg.webp
BS8-103@1,BS8,103@1,Dark Cacao Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,2,4,,SEC,No retreat!,"When this Cookie is played from the trash, <can be used as {P}.> Place up to 1 card from the top of each of your opponent's Cookies' HP into the trash.",<{P}{P}{P}> Dark Blade deals 3,,0,0,0,BS8-103,1,"When this Cookie is played from the trash, <can be used as {P}.> Place up to 1 card from the top of each of your opponent's Cookies' HP into the trash.
<{P}{P}{P}> Dark Blade deals 3",SECRET RARE,https://cookierunbraverse.com/data/en_storage/vW-WtZbXnbd_ZCuwxTvmwg.webp
BS8-103@2,BS8,103@2,Dark Cacao Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,2,4,,R,No retreat!,"When this Cookie is played from the trash, <can be used as {P}.> Place up to 1 card from the top of each of your opponent's Cookies' HP into the trash.",<{P}{P}{P}> Dark Blade deals 3,,0,0,0,BS8-103,1,"When this Cookie is played from the trash, <can be used as {P}.> Place up to 1 card from the top of each of your opponent's Cookies' HP into the trash.
<{P}{P}{P}> Dark Blade deals 3",RARE,https://cookierunbraverse.com/data/en_storage/MajSd9tI9k3oUteUsXWBlA.webp
BS8-104,BS8,104,Dark Cacao Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",EXTRA,PURPLE,PURPLE,3,+2,Ancient,UR,No retreat!,"【EXTRA】During this turn, if [Dark Cacao Cookie] was played from your trash, you can 【Awaken】 that Cookie.

【On Play】 <Discard 1 card.> Return up to 1 {P} card from your trash to your hand.","<{P}{P}{P}{P}> Dragon Lord's Judgment deals 4

Then, select up to 1 of your opponent's Cookies. Place 1 card from the top of that Cookie's HP into the trash.",,0,0,1,BS8-104,0,"【EXTRA】During this turn, if [Dark Cacao Cookie] was played from your trash, you can 【Awaken】 that Cookie.

【On Play】 <Discard 1 card.> Return up to 1 {P} card from your trash to your hand.
<{P}{P}{P}{P}> Dragon Lord's Judgment deals 4

Then, select up to 1 of your opponent's Cookies. Place 1 card from the top of that Cookie's HP into the trash.",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/aUJOSN9yo7MN_YXGEJ5YLA.webp
BS8-104@1,BS8,104@1,Dark Cacao Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",EXTRA,PURPLE,PURPLE,3,+2,Ancient,SUR,No retreat!,"【EXTRA】During this turn, if [Dark Cacao Cookie] was played from your trash, you can 【Awaken】 that Cookie.

【On Play】 <Discard 1 card.> Return up to 1 {P} card from your trash to your hand.","<{P}{P}{P}{P}> Dragon Lord's Judgment deals 4

Then, select up to 1 of your opponent's Cookies. Place 1 card from the top of that Cookie's HP into the trash.",,0,0,1,BS8-104,1,"【EXTRA】During this turn, if [Dark Cacao Cookie] was played from your trash, you can 【Awaken】 that Cookie.

【On Play】 <Discard 1 card.> Return up to 1 {P} card from your trash to your hand.
<{P}{P}{P}{P}> Dragon Lord's Judgment deals 4

Then, select up to 1 of your opponent's Cookies. Place 1 card from the top of that Cookie's HP into the trash.",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/N3RN0rJZjNl4gpHPuFkMyw.webp
BS8-104@2,BS8,104@2,Dark Cacao Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",EXTRA,PURPLE,PURPLE,3,+2,Ancient,EXR,No retreat!,"【EXTRA】During this turn, if [Dark Cacao Cookie] was played from your trash, you can 【Awaken】 that Cookie.

【On Play】 <Discard 1 card.> Return up to 1 {P} card from your trash to your hand.","<{P}{P}{P}{P}> Dragon Lord's Judgment deals 4

Then, select up to 1 of your opponent's Cookies. Place 1 card from the top of that Cookie's HP into the trash.",,0,0,1,BS8-104,1,"【EXTRA】During this turn, if [Dark Cacao Cookie] was played from your trash, you can 【Awaken】 that Cookie.

【On Play】 <Discard 1 card.> Return up to 1 {P} card from your trash to your hand.
<{P}{P}{P}{P}> Dragon Lord's Judgment deals 4

Then, select up to 1 of your opponent's Cookies. Place 1 card from the top of that Cookie's HP into the trash.",EXTRA RARE,https://cookierunbraverse.com/data/en_storage/vU4s5KR0vFrGzuK0eBL-3Q.webp
BS8-105,BS8,105,Strawberry Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE MIX,1,2,,C,,,<{N}{N}> How about these clothes...? deals 2,,0,0,0,BS8-105,0,<{N}{N}> How about these clothes...? deals 2,COMMON,https://cookierunbraverse.com/data/en_storage/YjPA8XITk_ltGwX2h2CPsg.webp
BS8-106,BS8,106,Lilac Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,2,3,,U,,,"<{P}> Mirage Strike deals 1

Then, <discard 1 card.> Place this Cookie in the trash.",,0,0,0,BS8-106,0,"<{P}> Mirage Strike deals 1

Then, <discard 1 card.> Place this Cookie in the trash.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/X2Ko75yrqlcMCPsGrEwWQw.webp
BS8-107,BS8,107,Wizard Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,2,4,,C,Dark Magic Circle,【Activate】 【Once Per Turn】 <Discard 1 {P} Item card from your hand.> Select up to 1 of your opponent's Cookies. Place 1 card from the top of that Cookie's HP into the trash.,<{P}{P}{P}> Fantastical Magic deals 2,,0,0,0,BS8-107,0,"【Activate】 【Once Per Turn】 <Discard 1 {P} Item card from your hand.> Select up to 1 of your opponent's Cookies. Place 1 card from the top of that Cookie's HP into the trash.
<{P}{P}{P}> Fantastical Magic deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/gYAM5TM2lj175RvCdWBgIg.webp
BS8-108,BS8,108,Blackberry Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,3,5,,C,,,"<{P}{P}> Ghost Servants deals 1

Then, select up to 1 of your opponent's Cookies that is LV.2 or lower. Place up to 1 card from the top of that Cookie's HP into the trash.",,0,0,0,BS8-108,0,"<{P}{P}> Ghost Servants deals 1

Then, select up to 1 of your opponent's Cookies that is LV.2 or lower. Place up to 1 card from the top of that Cookie's HP into the trash.",COMMON,https://cookierunbraverse.com/data/en_storage/5vOpgQZRg9ddm7imwumrNw.webp
BS8-109,BS8,109,Affogato Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,1,2,,U,,,"<{P}{P}> Secret Trap deals 1

Then, select up to 1 of your opponent's LV.3 Cookies. Place up to 1 card from the top of that Cookie's HP into the trash.",,0,0,0,BS8-109,0,"<{P}{P}> Secret Trap deals 1

Then, select up to 1 of your opponent's LV.3 Cookies. Place up to 1 card from the top of that Cookie's HP into the trash.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/V57WeFEPbgsKzCjepp4iUA.webp
BS8-110,BS8,110,Affogato Cookie's Disciple,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE MIX,1,2,,C,,,<{N}> Shadow Scheme deals 1,,0,0,0,BS8-110,0,<{N}> Shadow Scheme deals 1,COMMON,https://cookierunbraverse.com/data/en_storage/feQeLaHd9LmcAiaUd-il9A.webp
BS8-111,BS8,111,Onion Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,2,3,,C,Ghost at Home,【On Play】 <Discard 1 card.> Place up to 4 cards from the top of your deck into the trash.,<{P}{P}> Tear Burst deals 2,,0,0,0,BS8-111,0,"【On Play】 <Discard 1 card.> Place up to 4 cards from the top of your deck into the trash.
<{P}{P}> Tear Burst deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/62cMPIYF19gcquUM2c3neQ.webp
BS8-112,BS8,112,Espresso Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,1,2,,R,,,"<{P}{P}> Grinding deals 2

Then, <discard 1 card.> Play up to 1 Cookie that is LV.2 or higher from your trash.",,0,0,0,BS8-112,0,"<{P}{P}> Grinding deals 2

Then, <discard 1 card.> Play up to 1 Cookie that is LV.2 or higher from your trash.",RARE,https://cookierunbraverse.com/data/en_storage/RLJAKNqKYm0S3oFjB73gBA.webp
BS8-112@1,BS8,112@1,Espresso Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,1,2,,SEC,,,"<{P}{P}> Grinding deals 2

Then, <discard 1 card.> Play up to 1 Cookie that is LV.2 or higher from your trash.",,0,0,0,BS8-112,1,"<{P}{P}> Grinding deals 2

Then, <discard 1 card.> Play up to 1 Cookie that is LV.2 or higher from your trash.",SECRET RARE,https://cookierunbraverse.com/data/en_storage/Bw9N7OUwy9TwOpyJu4auyw.webp
BS8-113,BS8,113,Knight Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,1,2,,U,Prepare to Charge,"【Activate】 【Once Per Turn】 If there are 15 cards or more in your trash, set this Cookie as active.",<{P}> Short Sword Slash deals 1,,0,0,0,BS8-113,0,"【Activate】 【Once Per Turn】 If there are 15 cards or more in your trash, set this Cookie as active.
<{P}> Short Sword Slash deals 1",UNCOMMON,https://cookierunbraverse.com/data/en_storage/loVXx-lij-gPi1OFSop-1A.webp
BS8-114,BS8,114,Old Milk Villager Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,3,5,,C,A Glass of Warm Milk,"【On Play】 If there are 30 cards or more in your trash, return all cards from your trash to your deck and shuffle it. Then, this Cookie gains +1 HP.",<{P}{P}{P}> Milky Wisdom deals 3,,0,0,0,BS8-114,0,"【On Play】 If there are 30 cards or more in your trash, return all cards from your trash to your deck and shuffle it. Then, this Cookie gains +1 HP.
<{P}{P}{P}> Milky Wisdom deals 3",COMMON,https://cookierunbraverse.com/data/en_storage/BM1EjZ7HbMWHjJVfcURuHQ.webp
BS8-115,BS8,115,Young Milk Villager Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,1,2,,C,Welcoming Guests,"【On Play】 If there are 5 cards or less in your trash, this Cookie gains +1 HP.",<{P}{P}> Have some milk and cheer up! deals 2,,0,0,0,BS8-115,0,"【On Play】 If there are 5 cards or less in your trash, this Cookie gains +1 HP.
<{P}{P}> Have some milk and cheer up! deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/qly0iHlksJuw9N3zFe3sSQ.webp
BS8-116,BS8,116,Milk Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,1,3,,U,Noble Protection,"【Blocker】 <{P}> (When one of your opponent's Cookies attacks, you can redirect the attack to this Cookie.)",<{P}{P}{P}> Noble Resolution deals 2,,0,0,0,BS8-116,0,"【Blocker】 <{P}> (When one of your opponent's Cookies attacks, you can redirect the attack to this Cookie.)
<{P}{P}{P}> Noble Resolution deals 2",UNCOMMON,https://cookierunbraverse.com/data/en_storage/7VV0GaqvE1wfWcHPnHO3ew.webp
BS8-117,BS8,117,Healer Cookie 1,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE MIX,1,3,,C,Not enough herbs,"【On Play】 If there are 15 cards or more in your trash, you can draw up to 1 card from your deck.",<{P}{N}> Plague Diagnosis deals 1,,0,0,0,BS8-117,0,"【On Play】 If there are 15 cards or more in your trash, you can draw up to 1 card from your deck.
<{P}{N}> Plague Diagnosis deals 1",COMMON,https://cookierunbraverse.com/data/en_storage/FqpgKsD3piZYpI8UiAZtIQ.webp
BS8-118,BS8,118,Healer Cookie 2,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE MIX,1,3,,C,Warm Herbal Medicine,"【On Play】 If there are 15 cards or more in your trash, select up to 1 of your Cookies. That Cookie gains +1 HP.",<{P}{N}> Emergency Treatment deals 1,,0,0,0,BS8-118,0,"【On Play】 If there are 15 cards or more in your trash, select up to 1 of your Cookies. That Cookie gains +1 HP.
<{P}{N}> Emergency Treatment deals 1",COMMON,https://cookierunbraverse.com/data/en_storage/WM9_XmToQspgbcB_nuveng.webp
BS8-119,BS8,119,Crunchy Chip Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,2,3,,SR,Unfaltering Fealty,【Activate】 <{P}> <Place this Cookie in the trash.> Play up to 1 [Dark Cacao Cookie] from your trash.,<{P}> Taste our might! deals 1,,0,0,0,BS8-119,0,"【Activate】 <{P}> <Place this Cookie in the trash.> Play up to 1 [Dark Cacao Cookie] from your trash.
<{P}> Taste our might! deals 1",SUPER RARE,https://cookierunbraverse.com/data/en_storage/BRKL7Xv8TgQS2Mcy1EMD0g.webp
BS8-119@1,BS8,119@1,Crunchy Chip Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,2,3,,SSR,Unfaltering Fealty,【Activate】 <{P}> <Place this Cookie in the trash.> Play up to 1 [Dark Cacao Cookie] from your trash.,<{P}> Taste our might! deals 1,,0,0,0,BS8-119,1,"【Activate】 <{P}> <Place this Cookie in the trash.> Play up to 1 [Dark Cacao Cookie] from your trash.
<{P}> Taste our might! deals 1",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/7KOB9GX-joOAGovu8-cZbg.webp
BS8-120,BS8,120,Caramel Arrow Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,1,3,,SR,For the Kingdom!,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.",<{P}{P}> Arrow of Resolution deals 1,,0,0,0,BS8-120,0,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.
<{P}{P}> Arrow of Resolution deals 1",SUPER RARE,https://cookierunbraverse.com/data/en_storage/phgSXYg0kxppGVEUPiHXBw.webp
BS8-120@1,BS8,120@1,Caramel Arrow Cookie,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",COOKIE,PURPLE,PURPLE,1,3,,SSR,For the Kingdom!,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.",<{P}{P}> Arrow of Resolution deals 1,,0,0,0,BS8-120,1,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.
<{P}{P}> Arrow of Resolution deals 1",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/7_FQoGt0DFmnAbyjoTaTng.webp
BS8-120@2,BS8,120@2,Caramel Arrow Cookie,promotion card,COOKIE,PURPLE,PURPLE,1,3,,P,For the Kingdom!,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.",<{P}{P}> Arrow of Resolution deals 1,,0,0,0,BS8-120,1,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.
<{P}{P}> Arrow of Resolution deals 1",PROMOTION,https://cookierunbraverse.com/data/en_storage/6CVe5KwnTeAux8lMveWXlw.webp
BS8-120@3,BS8,120@3,Caramel Arrow Cookie,promotion card,COOKIE,PURPLE,PURPLE,1,3,,P,For the Kingdom!,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.",<{P}{P}> Arrow of Resolution deals 1,,0,0,0,BS8-120,1,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.
<{P}{P}> Arrow of Resolution deals 1",PROMOTION,https://cookierunbraverse.com/data/en_storage/mox7qKMi3YQrYtMyJjVFHw.webp
BS8-120@4,BS8,120@4,Caramel Arrow Cookie,promotion card,COOKIE,PURPLE,PURPLE,1,3,,P,For the Kingdom!,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.",<{P}{P}> Arrow of Resolution deals 1,,0,0,0,BS8-120,1,"【Activate】 【Once Per Turn】 <Discard 1 card.> If there are 15 cards or more in your trash, play up to 1 Cookie that is LV.2 or higher from your trash.
<{P}{P}> Arrow of Resolution deals 1",PROMOTION,https://cookierunbraverse.com/data/en_storage/h_0FQn-44kVa2n6t5xB91A.webp
BS8-121,BS8,121,Black Concoction,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",ITEM,PURPLE,PURPLE,,,,U,,"<{P}> Place up to 3 cards from the top of your deck into the trash. If a {P} Item card was among the placed cards, select up to 1 of your Cookies. That Cookie gains +1 HP.",,,0,0,0,BS8-121,0,"<{P}> Place up to 3 cards from the top of your deck into the trash. If a {P} Item card was among the placed cards, select up to 1 of your Cookies. That Cookie gains +1 HP.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/VzQsglt4-ZkWwDKYhZ-WpA.webp
BS8-122,BS8,122,Milk Cart,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",ITEM,PURPLE,PURPLE,,,,U,,<{P}> <Discard a {P} non-Cookie card from your hand.> Draw up to 2 cards from your deck.,,,0,0,0,BS8-122,0,<{P}> <Discard a {P} non-Cookie card from your hand.> Draw up to 2 cards from your deck.,UNCOMMON,https://cookierunbraverse.com/data/en_storage/6-mLo7hmhIZcI5m8kpBa3g.webp
BS8-123,BS8,123,Dark Resolution,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",TRAP,PURPLE,PURPLE,,,,U,,"<{P}{P}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -1 attack damage. Then, return up to 1 [Soul Jam: Light of Resolution] from your trash to your hand.",,,0,0,0,BS8-123,0,"<{P}{P}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -1 attack damage. Then, return up to 1 [Soul Jam: Light of Resolution] from your trash to your hand.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/oe3GAv4Xw7-K0CXIzHd8LA.webp
BS8-124,BS8,124,Glorious Return,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",TRAP,PURPLE,PURPLE,,,,U,,"<{P}> If there are 15 cards or more in your trash, return up to 1 {P} Cookie from your trash to your hand.",,,0,0,0,BS8-124,0,"<{P}> If there are 15 cards or more in your trash, return up to 1 {P} Cookie from your trash to your hand.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/JwOHcLJSvea-f8GpQqjIHw.webp
BS8-125,BS8,125,The Days of Resolution and Dignity,"BOOSTER PACK [Land of Fire & Ruin, Realm of Apathy]",STAGE,PURPLE,PURPLE,,,,U,,"<{P}{P}> Place in your stage area.

If there are 15 cards or more in your trash, the attack cost of your [Dark Cacao Cookie] is reduced by 1 {P}.",,,0,0,0,BS8-125,0,"<{P}{P}> Place in your stage area.

If there are 15 cards or more in your trash, the attack cost of your [Dark Cacao Cookie] is reduced by 1 {P}.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/aqS38sJRpGlmjVC8PyTG6A.webp
BS8-125@1,BS8,125@1,The Days of Resolution and Dignity,PROMOTION CARD,STAGE,PURPLE,PURPLE,,,,P,,"<{P}{P}> Place in your stage area.

If there are 15 cards or more in your trash, the attack cost of your [Dark Cacao Cookie] is reduced by 1 {P}.",,,0,0,0,BS8-125,1,"<{P}{P}> Place in your stage area.

If there are 15 cards or more in your trash, the attack cost of your [Dark Cacao Cookie] is reduced by 1 {P}.",PROMOTION,https://cookierunbraverse.com/data/en_storage/vit_zOo_ku5xJgu7xyjtGQ.webp
BS9-001,BS9,001,Icicle Yeti Cookie,BOOSTER PACK [A Game of Truth and Deceit],FLIP,RED,RED,2,3,,C,,,<{R}{R}> Pointy Icicle deals 2,"Select up to 1 of your Cookies. During this turn, that Cookie receives -2 effect damage.",0,0,0,BS9-001,0,"<{R}{R}> Pointy Icicle deals 2
Select up to 1 of your Cookies. During this turn, that Cookie receives -2 effect damage.",COMMON,https://cookierunbraverse.com/data/en_storage/PIvCKB3m5W1V4IW1nP7ycw.webp
BS9-001@1,BS9,001@1,Icicle Yeti Cookie,BOOSTER PACK [A Game of Truth and Deceit],FLIP,RED,RED,2,3,,C,,,<{R}{R}> Pointy Icicle deals 2,"Select up to 1 of your Cookies. During this turn, that Cookie receives -2 effect damage.",0,0,0,BS9-001,1,"<{R}{R}> Pointy Icicle deals 2
Select up to 1 of your Cookies. During this turn, that Cookie receives -2 effect damage.",COMMON,https://cookierunbraverse.com/data/en_storage/G2fck1k1zK2Vi2PeQy2GWA.webp
BS9-001@2,BS9,001@2,Icicle Yeti Cookie,BOOSTER PACK [A Game of Truth and Deceit],FLIP,RED,RED,2,3,,C,,,<{R}{R}> Pointy Icicle deals 2,"Select up to 1 of your Cookies. During this turn, that Cookie receives -2 effect damage.",0,0,0,BS9-001,1,"<{R}{R}> Pointy Icicle deals 2
Select up to 1 of your Cookies. During this turn, that Cookie receives -2 effect damage.",COMMON,https://cookierunbraverse.com/data/en_storage/7bh33IzyDVrZKEOuVJDjnA.webp
BS9-002,BS9,002,Princess Cookie,BOOSTER PACK [A Game of Truth and Deceit],COOKIE,RED,RED,3,5,,U,Princess Party,"【Activate】 【Once Per Turn】 If your {R} LV.1 Cookie fainted during your opponent's previous turn, during this turn, this Cookie gains +1 attack damage.",<{R}{R}{R}> Lovely Perfume deals 3,,0,0,0,BS9-002,0,"【Activate】 【Once Per Turn】 If your {R} LV.1 Cookie fainted during your opponent's previous turn, during this turn, this Cookie gains +1 attack damage.
<{R}{R}{R}> Lovely Perfume deals 3",UNCOMMON,https://cookierunbraverse.com/data/en_storage/ghJiF7A26ePkWzbmaALoLQ.webp
BS9-002@1,BS9,002@1,Princess Cookie,BOOSTER PACK [A Game of Truth and Deceit],COOKIE,RED,RED,3,5,,U,Princess Party,"【Activate】 【Once Per Turn】 If your {R} LV.1 Cookie fainted during your opponent's previous turn, during this turn, this Cookie gains +1 attack damage.",<{R}{R}{R}> Lovely Perfume deals 3,,0,0,0,BS9-002,1,"【Activate】 【Once Per Turn】 If your {R} LV.1 Cookie fainted during your opponent's previous turn, during this turn, this Cookie gains +1 attack damage.
<{R}{R}{R}> Lovely Perfume deals 3",UNCOMMON,https://cookierunbraverse.com/data/en_storage/Po9J3aB7TS2M1swKA164QA.webp
BS9-003,BS9,003,Strawberry Cookie,BOOSTER PACK [A Game of Truth and Deceit],COOKIE,RED,RED,1,2,,U,Power up...!,"【On Play】 Select up to 1 of your Cookies. During this turn, that Cookie gains +1 attack damage.",<{R}{R}> Lollipop Hammer deals 1,,0,0,0,BS9-003,0,"【On Play】 Select up to 1 of your Cookies. During this turn, that Cookie gains +1 attack damage.
<{R}{R}> Lollipop Hammer deals 1",UNCOMMON,https://cookierunbraverse.com/data/en_storage/pPOslQVH79i-Ws1-ZG5vOg.webp
BS9-003@1,BS9,003@1,Strawberry Cookie,BOOSTER PACK [A Game of Truth and Deceit],COOKIE,RED,RED,1,2,,U,Power up...!,"【On Play】 Select up to 1 of your Cookies. During this turn, that Cookie gains +1 attack damage.",<{R}{R}> Lollipop Hammer deals 1,,0,0,0,BS9-003,1,"【On Play】 Select up to 1 of your Cookies. During this turn, that Cookie gains +1 attack damage.
<{R}{R}> Lollipop Hammer deals 1",UNCOMMON,https://cookierunbraverse.com/data/en_storage/aXxg8gHX_FAbbpPYU8VJHQ.webp
BS9-004,BS9,004,Linzer Cookie,BOOSTER PACK [A Game of Truth and Deceit],COOKIE,RED,RED MIX,2,5,,C,,,<{R}{R}{N}{N}> Perfect Deduction deals 3,,0,0,0,BS9-004,0,<{R}{R}{N}{N}> Perfect Deduction deals 3,COMMON,https://cookierunbraverse.com/data/en_storage/4bZB-O6MQwjq8cV6QpvZ3g.webp
BS9-004@1,BS9,004@1,Linzer Cookie,BOOSTER PACK [A Game of Truth and Deceit],COOKIE,RED,RED MIX,2,5,,C,,,<{R}{R}{N}{N}> Perfect Deduction deals 3,,0,0,0,BS9-004,1,<{R}{R}{N}{N}> Perfect Deduction deals 3,COMMON,https://cookierunbraverse.com/data/en_storage/PmpZcxNsL25aJdbryOpnQA.webp
BS9-005,BS9,005,Macaron Cookie,BOOSTER PACK [A Game of Truth and Deceit],FLIP,RED,RED,3,3,,C,,,<{R}{R}{R}> *BA-DUM-TSS* deals 3,<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.,0,0,0,BS9-005,0,"<{R}{R}{R}> *BA-DUM-TSS* deals 3
<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/bdjZMDfJEK0DMMpizfqP2A.webp
BS9-005@1,BS9,005@1,Macaron Cookie,BOOSTER PACK [A Game of Truth and Deceit],FLIP,RED,RED,3,3,,C,,,<{R}{R}{R}> *BA-DUM-TSS* deals 3,<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.,0,0,0,BS9-005,1,"<{R}{R}{R}> *BA-DUM-TSS* deals 3
<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/wsPiseW4wxhd0xIf8l5Cbw.webp
BS9-006,BS9,006,Melted Choco Cookie,BOOSTER PACK [A Game of Truth and Deceit],COOKIE,RED,RED,1,2,,R,Sticky Choco Cream,"【On Play】 During this turn, if 2 or more of your Cookies fainted, this Cookie takes -3 damage until the end of the turn.",<{R}{R}> Gooey Choco Punch deals 2,,0,0,0,BS9-006,0,"【On Play】 During this turn, if 2 or more of your Cookies fainted, this Cookie takes -3 damage until the end of the turn.
<{R}{R}> Gooey Choco Punch deals 2",RARE,https://cookierunbraverse.com/data/en_storage/OalUI9Nl7eoiOwuUJtm6Dw.webp
BS9-006@1,BS9,006@1,Melted Choco Cookie,BOOSTER PACK [A Game of Truth and Deceit],COOKIE,RED,RED,1,2,,SEC,Sticky Choco Cream,"【On Play】 During this turn, if 2 or more of your Cookies fainted, this Cookie takes -3 damage until the end of the turn.",<{R}{R}> Gooey Choco Punch deals 2,,0,0,0,BS9-006,1,"【On Play】 During this turn, if 2 or more of your Cookies fainted, this Cookie takes -3 damage until the end of the turn.
<{R}{R}> Gooey Choco Punch deals 2",SECRET,https://cookierunbraverse.com/data/en_storage/06wzuO5gMbda53ZIk5lf5w.webp
BS9-007,BS9,007,Cherry Blossom Cookie,BOOSTER PACK [A Game of Truth and Deceit],FLIP,RED,RED,2,2,,C,,,<{R}{R}> Pink Cherry Blossom Petals deals 2,Draw up to 1 card from your deck.,0,0,0,BS9-007,0,"<{R}{R}> Pink Cherry Blossom Petals deals 2
Draw up to 1 card from your deck.",COMMON,https://cookierunbraverse.com/data/en_storage/hvcnPQk_EUzUYXEXqZmLQg.webp
